Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.734E+00, 1.209E+02, 3.983E+01, 7.382E+01, 2.544E+01, 1.948E+01, 2.970E+01, 2.013E+01, 1.678E+02, 0.000E+00, 1.708E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 4.999E+02
