s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 4.1213522E+000, 0.0000000E+000, 2.7580969E-001,-3.5053796E-002, 4.1106937E-004, 0.0000000E+000, 0.0000000E+000,-4.4524985E-001,-2.1052466E-001,-2.0408288E-001, 0.0000000E+000, 3.0621612E-003
 4.1303554E+000, 0.0000000E+000, 2.6722588E-001,-3.5733501E-002, 4.0909180E-004, 0.0000000E+000, 0.0000000E+000,-4.3724027E-001,-2.0923778E-001,-2.0533880E-001, 0.0000000E+000, 3.0004129E-003
 4.1393580E+000, 0.0000000E+000, 2.7614887E-001,-3.5740295E-002, 4.1188565E-004, 0.0000000E+000, 0.0000000E+000,-4.4638807E-001,-2.1049839E-001,-2.0556761E-001, 0.0000000E+000, 3.0179770E-003
 4.1483612E+000, 0.0000000E+000, 2.7644873E-001,-3.5902493E-002, 4.1395098E-004, 0.0000000E+000, 0.0000000E+000,-4.4775930E-001,-2.1077031E-001,-2.0679911E-001, 0.0000000E+000, 3.0682667E-003
 4.1573644E+000, 0.0000000E+000, 2.7877089E-001,-3.5861769E-002, 4.1526146E-004, 0.0000000E+000, 0.0000000E+000,-4.4976920E-001,-2.1198639E-001,-2.0644483E-001, 0.0000000E+000, 3.2364508E-003
 4.1663671E+000, 0.0000000E+000, 2.7968609E-001,-3.5833253E-002, 4.1580354E-004, 0.0000000E+000, 0.0000000E+000,-4.4982127E-001,-2.1168107E-001,-2.0555263E-001, 0.0000000E+000, 3.1504484E-003
 4.1753702E+000, 0.0000000E+000, 2.8122553E-001,-3.5615505E-002, 4.2137379E-004, 0.0000000E+000, 0.0000000E+000,-4.5128139E-001,-2.1075255E-001,-2.0525000E-001, 0.0000000E+000, 3.0286140E-003
 4.1843734E+000, 0.0000000E+000, 2.7144697E-001,-3.5851534E-002, 4.2392548E-004, 0.0000000E+000, 0.0000000E+000,-4.4132400E-001,-2.1045375E-001,-2.0530464E-001, 0.0000000E+000, 2.9182312E-003
 4.1933761E+000, 0.0000000E+000, 2.7762337E-001,-3.5967089E-002, 4.2269515E-004, 0.0000000E+000, 0.0000000E+000,-4.4680603E-001,-2.1047359E-001,-2.0472705E-001, 0.0000000E+000, 3.0044263E-003
 4.2023792E+000, 0.0000000E+000, 2.7855867E-001,-3.6374664E-002, 4.2169995E-004, 0.0000000E+000, 0.0000000E+000,-4.4828114E-001,-2.0997240E-001,-2.0567544E-001, 0.0000000E+000, 3.1847164E-003
 4.2113824E+000, 0.0000000E+000, 2.8029283E-001,-3.7618485E-002, 4.2191798E-004, 0.0000000E+000, 0.0000000E+000,-4.4998744E-001,-2.1095820E-001,-2.0689118E-001, 0.0000000E+000, 3.2723530E-003
 4.2203851E+000, 0.0000000E+000, 2.8226451E-001,-3.6895357E-002, 4.2467197E-004, 0.0000000E+000, 0.0000000E+000,-4.5274995E-001,-2.1218273E-001,-2.0695613E-001, 0.0000000E+000, 3.1180782E-003
 4.2293882E+000, 0.0000000E+000, 2.8140375E-001,-3.6419415E-002, 4.2578356E-004, 0.0000000E+000, 0.0000000E+000,-4.5306734E-001,-2.1226873E-001,-2.0765722E-001, 0.0000000E+000, 3.2530538E-003
 4.2383914E+000, 0.0000000E+000, 2.8080887E-001,-3.6406907E-002, 4.2682427E-004, 0.0000000E+000, 0.0000000E+000,-4.5201904E-001,-2.1313661E-001,-2.0719026E-001, 0.0000000E+000, 3.0661121E-003
 4.2473946E+000, 0.0000000E+000, 2.8114649E-001,-3.6332026E-002, 4.2898216E-004, 0.0000000E+000, 0.0000000E+000,-4.5238115E-001,-2.1252117E-001,-2.0713770E-001, 0.0000000E+000, 3.0756544E-003
 4.2563972E+000, 0.0000000E+000, 2.8170426E-001,-3.6301472E-002, 4.2901115E-004, 0.0000000E+000, 0.0000000E+000,-4.5320887E-001,-2.1246652E-001,-2.0737707E-001, 0.0000000E+000, 3.2202145E-003
 4.2654004E+000, 0.0000000E+000, 2.7335292E-001,-3.5993376E-002, 4.2761610E-004, 0.0000000E+000, 0.0000000E+000,-4.4512484E-001,-2.1294527E-001,-2.0733768E-001, 0.0000000E+000, 3.1735709E-003
 4.2744036E+000, 0.0000000E+000, 2.7774288E-001,-3.7161504E-002, 4.3044567E-004, 0.0000000E+000, 0.0000000E+000,-4.4989401E-001,-2.1278840E-001,-2.0888218E-001, 0.0000000E+000, 3.1108947E-003
 4.2834063E+000, 0.0000000E+000, 2.7826224E-001,-3.7163064E-002, 4.3029755E-004, 0.0000000E+000, 0.0000000E+000,-4.5179432E-001,-2.1429152E-001,-2.1026485E-001, 0.0000000E+000, 3.0142870E-003
 4.2924094E+000, 0.0000000E+000, 2.8357331E-001,-3.7281300E-002, 4.2793694E-004, 0.0000000E+000, 0.0000000E+000,-4.5764804E-001,-2.1565689E-001,-2.1092810E-001, 0.0000000E+000, 3.1757826E-003
 4.3014126E+000, 0.0000000E+000, 2.8870255E-001,-3.6592640E-002, 4.2634741E-004, 0.0000000E+000, 0.0000000E+000,-4.6353592E-001,-2.1639795E-001,-2.1099965E-001, 0.0000000E+000, 3.0271514E-003
 4.3104153E+000, 0.0000000E+000, 2.8434185E-001,-3.6184419E-002, 4.2884543E-004, 0.0000000E+000, 0.0000000E+000,-4.6023094E-001,-2.1645098E-001,-2.1164467E-001, 0.0000000E+000, 2.9645345E-003
 4.3194184E+000, 0.0000000E+000, 2.7658331E-001,-3.5637733E-002, 4.2983895E-004, 0.0000000E+000, 0.0000000E+000,-4.5341601E-001,-2.1705343E-001,-2.1204060E-001, 0.0000000E+000, 3.0105055E-003
 4.3284216E+000, 0.0000000E+000, 2.7497514E-001,-3.6323576E-002, 4.2967505E-004, 0.0000000E+000, 0.0000000E+000,-4.5224324E-001,-2.1748819E-001,-2.1316199E-001, 0.0000000E+000, 3.2265050E-003
 4.3374243E+000, 0.0000000E+000, 2.8587192E-001,-3.6182950E-002, 4.2776143E-004, 0.0000000E+000, 0.0000000E+000,-4.6490555E-001,-2.1866731E-001,-2.1478881E-001, 0.0000000E+000, 3.0178133E-003
 4.3464274E+000, 0.0000000E+000, 2.7483116E-001,-3.7022212E-002, 4.3128812E-004, 0.0000000E+000, 0.0000000E+000,-4.5450240E-001,-2.2022694E-001,-2.1626217E-001, 0.0000000E+000, 3.0930146E-003
 4.3554306E+000, 0.0000000E+000, 2.8066734E-001,-3.6761379E-002, 4.3398273E-004, 0.0000000E+000, 0.0000000E+000,-4.6144567E-001,-2.2174104E-001,-2.1710573E-001, 0.0000000E+000, 3.0119750E-003
 4.3644333E+000, 0.0000000E+000, 2.9308282E-001,-3.5731558E-002, 4.3938863E-004, 0.0000000E+000, 0.0000000E+000,-4.7294349E-001,-2.2257122E-001,-2.1515284E-001, 0.0000000E+000, 2.8411586E-003
 4.3734365E+000, 0.0000000E+000, 2.8075277E-001,-3.6208423E-002, 4.4210651E-004, 0.0000000E+000, 0.0000000E+000,-4.5780019E-001,-2.2059409E-001,-2.1281374E-001, 0.0000000E+000, 3.0708438E-003
 4.3824396E+000, 0.0000000E+000, 2.8395236E-001,-3.5846608E-002, 4.4222659E-004, 0.0000000E+000, 0.0000000E+000,-4.6065907E-001,-2.1838979E-001,-2.1211110E-001, 0.0000000E+000, 2.9191606E-003
 4.3914423E+000, 0.0000000E+000, 2.8473525E-001,-3.5316653E-002, 4.4247003E-004, 0.0000000E+000, 0.0000000E+000,-4.5946451E-001,-2.1759802E-001,-2.0960344E-001, 0.0000000E+000, 3.0499792E-003
 4.4004455E+000, 0.0000000E+000, 2.8112849E-001,-3.5726660E-002, 4.4557487E-004, 0.0000000E+000, 0.0000000E+000,-4.5469213E-001,-2.1525614E-001,-2.0884472E-001, 0.0000000E+000, 3.0551784E-003
 4.4094486E+000, 0.0000000E+000, 2.9330284E-001,-3.5216497E-002, 4.5077299E-004, 0.0000000E+000, 0.0000000E+000,-4.6637947E-001,-2.1440618E-001,-2.0784236E-001, 0.0000000E+000, 2.8469397E-003
 4.4184513E+000, 0.0000000E+000, 2.8636417E-001,-3.5517342E-002, 4.5733177E-004, 0.0000000E+000, 0.0000000E+000,-4.5867067E-001,-2.1334485E-001,-2.0736651E-001, 0.0000000E+000, 3.0564329E-003
 4.4274545E+000, 0.0000000E+000, 2.8091372E-001,-3.5713314E-002, 4.5590293E-004, 0.0000000E+000, 0.0000000E+000,-4.5051304E-001,-2.1296660E-001,-2.0485674E-001, 0.0000000E+000, 2.9500140E-003
 4.4364576E+000, 0.0000000E+000, 2.8933220E-001,-3.6217990E-002, 4.5468983E-004, 0.0000000E+000, 0.0000000E+000,-4.6043980E-001,-2.1042258E-001,-2.0687090E-001, 0.0000000E+000, 3.1631285E-003
 4.4454603E+000, 0.0000000E+000, 2.8798039E-001,-3.5738577E-002, 4.5313934E-004, 0.0000000E+000, 0.0000000E+000,-4.5963328E-001,-2.1262738E-001,-2.0693832E-001, 0.0000000E+000, 3.3441890E-003
 4.4544635E+000, 0.0000000E+000, 2.8014175E-001,-3.5577865E-002, 4.5355970E-004, 0.0000000E+000, 0.0000000E+000,-4.5253370E-001,-2.1277562E-001,-2.0751625E-001, 0.0000000E+000, 3.1036677E-003
 4.4634666E+000, 0.0000000E+000, 2.8525331E-001,-3.6301039E-002, 4.5542929E-004, 0.0000000E+000, 0.0000000E+000,-4.5614365E-001,-2.1318326E-001,-2.0673594E-001, 0.0000000E+000, 3.0518438E-003
 4.4724698E+000, 0.0000000E+000, 2.8919591E-001,-3.6141142E-002, 4.5585426E-004, 0.0000000E+000, 0.0000000E+000,-4.5946401E-001,-2.1238662E-001,-2.0595340E-001, 0.0000000E+000, 3.0223381E-003
 4.4814725E+000, 0.0000000E+000, 2.8543237E-001,-3.5360015E-002, 4.6417009E-004, 0.0000000E+000, 0.0000000E+000,-4.5646363E-001,-2.1164022E-001,-2.0592711E-001, 0.0000000E+000, 2.9362225E-003
 4.4904757E+000, 0.0000000E+000, 2.8701240E-001,-3.5924997E-002, 4.6793495E-004, 0.0000000E+000, 0.0000000E+000,-4.5764814E-001,-2.1157360E-001,-2.0609280E-001, 0.0000000E+000, 3.1325385E-003
 4.4994788E+000, 0.0000000E+000, 2.9245418E-001,-3.6154074E-002, 4.6834879E-004, 0.0000000E+000, 0.0000000E+000,-4.6303909E-001,-2.1179521E-001,-2.0627064E-001, 0.0000000E+000, 3.0514988E-003
 4.5084815E+000, 0.0000000E+000, 2.8722196E-001,-3.6291635E-002, 4.6614647E-004, 0.0000000E+000, 0.0000000E+000,-4.5841768E-001,-2.1197632E-001,-2.0702121E-001, 0.0000000E+000, 2.9721125E-003
 4.5174847E+000, 0.0000000E+000, 2.9436751E-001,-3.5930540E-002, 4.6730556E-004, 0.0000000E+000, 0.0000000E+000,-4.6711442E-001,-2.1275542E-001,-2.0821014E-001, 0.0000000E+000, 2.9151617E-003
 4.5264878E+000, 0.0000000E+000, 2.8830281E-001,-3.5392183E-002, 4.6485068E-004, 0.0000000E+000, 0.0000000E+000,-4.6045321E-001,-2.1389867E-001,-2.0707773E-001, 0.0000000E+000, 3.0094025E-003
 4.5354905E+000, 0.0000000E+000, 2.8428274E-001,-3.4740814E-002, 4.6460956E-004, 0.0000000E+000, 0.0000000E+000,-4.5782111E-001,-2.1280245E-001,-2.0781458E-001, 0.0000000E+000, 2.9448358E-003
 4.5444937E+000, 0.0000000E+000, 2.8366794E-001,-3.4668828E-002, 4.5844130E-004, 0.0000000E+000, 0.0000000E+000,-4.5905303E-001,-2.1352925E-001,-2.0959548E-001, 0.0000000E+000, 2.9643106E-003
 4.5534968E+000, 0.0000000E+000, 2.9155106E-001,-3.5512129E-002, 4.5802600E-004, 0.0000000E+000, 0.0000000E+000,-4.6707918E-001,-2.1530455E-001,-2.1058223E-001, 0.0000000E+000, 3.0320197E-003
 4.5624995E+000, 0.0000000E+000, 2.8707152E-001,-3.5487907E-002, 4.5865027E-004, 0.0000000E+000, 0.0000000E+000,-4.6360222E-001,-2.1637127E-001,-2.1155996E-001, 0.0000000E+000, 3.0670574E-003
 4.5715027E+000, 0.0000000E+000, 2.8844719E-001,-3.5242989E-002, 4.6001280E-004, 0.0000000E+000, 0.0000000E+000,-4.6531418E-001,-2.1745552E-001,-2.1164996E-001, 0.0000000E+000, 2.9332030E-003
 4.5805058E+000, 0.0000000E+000, 2.9066633E-001,-3.4641966E-002, 4.6826520E-004, 0.0000000E+000, 0.0000000E+000,-4.6847993E-001,-2.1743133E-001,-2.1198730E-001, 0.0000000E+000, 2.8365819E-003
 4.5895085E+000, 0.0000000E+000, 2.8695178E-001,-3.6007002E-002, 4.7328417E-004, 0.0000000E+000, 0.0000000E+000,-4.6582756E-001,-2.1777444E-001,-2.1440950E-001, 0.0000000E+000, 3.0580440E-003
 4.5985117E+000, 0.0000000E+000, 2.8902056E-001,-3.5889991E-002, 4.7592054E-004, 0.0000000E+000, 0.0000000E+000,-4.6846312E-001,-2.2024127E-001,-2.1485662E-001, 0.0000000E+000, 3.2626066E-003
 4.6075149E+000, 0.0000000E+000, 2.9472098E-001,-3.5865841E-002, 4.6756097E-004, 0.0000000E+000, 0.0000000E+000,-4.7512485E-001,-2.2085290E-001,-2.1580215E-001, 0.0000000E+000, 3.2407998E-003
 4.6165175E+000, 0.0000000E+000, 2.9044890E-001,-3.6117899E-002, 4.7904434E-004, 0.0000000E+000, 0.0000000E+000,-4.7149142E-001,-2.2173014E-001,-2.1668138E-001, 0.0000000E+000, 3.1681308E-003
 4.6255207E+000, 0.0000000E+000, 2.8892986E-001,-3.5469628E-002, 4.8622815E-004, 0.0000000E+000, 0.0000000E+000,-4.7063821E-001,-2.2257240E-001,-2.1669175E-001, 0.0000000E+000, 3.0399351E-003
 4.6345239E+000, 0.0000000E+000, 2.8478079E-001,-3.5135177E-002, 4.8748825E-004, 0.0000000E+000, 0.0000000E+000,-4.6787208E-001,-2.2259773E-001,-2.1773898E-001, 0.0000000E+000, 2.9791026E-003
 4.6435266E+000, 0.0000000E+000, 2.8828736E-001,-3.5861231E-002, 4.9002770E-004, 0.0000000E+000, 0.0000000E+000,-4.7097574E-001,-2.2364273E-001,-2.1805959E-001, 0.0000000E+000, 2.9623253E-003
 4.6525297E+000, 0.0000000E+000, 2.9125686E-001,-3.5854580E-002, 4.9234861E-004, 0.0000000E+000, 0.0000000E+000,-4.7434064E-001,-2.2394004E-001,-2.1844601E-001, 0.0000000E+000, 3.0532303E-003
 4.6615329E+000, 0.0000000E+000, 2.9826647E-001,-3.6073275E-002, 4.9124448E-004, 0.0000000E+000, 0.0000000E+000,-4.8173314E-001,-2.2439212E-001,-2.1904870E-001, 0.0000000E+000, 3.1584073E-003
 4.6705356E+000, 0.0000000E+000, 2.9126854E-001,-3.5768192E-002, 4.9215920E-004, 0.0000000E+000, 0.0000000E+000,-4.7576207E-001,-2.2501413E-001,-2.1976957E-001, 0.0000000E+000, 3.0606917E-003
 4.6795387E+000, 0.0000000E+000, 2.9013707E-001,-3.5990018E-002, 4.9019337E-004, 0.0000000E+000, 0.0000000E+000,-4.7305868E-001,-2.2572524E-001,-2.1842143E-001, 0.0000000E+000, 2.9567111E-003
 4.6885419E+000, 0.0000000E+000, 2.9580137E-001,-3.6613437E-002, 4.9083681E-004, 0.0000000E+000, 0.0000000E+000,-4.7868915E-001,-2.2434315E-001,-2.1901038E-001, 0.0000000E+000, 3.1478009E-003
 4.6975451E+000, 0.0000000E+000, 2.9147190E-001,-3.6712444E-002, 4.8599427E-004, 0.0000000E+000, 0.0000000E+000,-4.7487096E-001,-2.2496533E-001,-2.1962552E-001, 0.0000000E+000, 3.0227014E-003
 4.7065477E+000, 0.0000000E+000, 2.9607788E-001,-3.6742798E-002, 4.9064898E-004, 0.0000000E+000, 0.0000000E+000,-4.7814582E-001,-2.2556957E-001,-2.1832008E-001, 0.0000000E+000, 2.9858884E-003
 4.7155509E+000, 0.0000000E+000, 2.9222334E-001,-3.5948122E-002, 4.8977839E-004, 0.0000000E+000, 0.0000000E+000,-4.7559478E-001,-2.2428072E-001,-2.1882979E-001, 0.0000000E+000, 3.1361794E-003
 4.7245541E+000, 0.0000000E+000, 2.9311769E-001,-3.6416010E-002, 4.8755068E-004, 0.0000000E+000, 0.0000000E+000,-4.7617392E-001,-2.2493186E-001,-2.1898469E-001, 0.0000000E+000, 3.2317651E-003
 4.7335567E+000, 0.0000000E+000, 2.9979751E-001,-3.6370672E-002, 4.8928415E-004, 0.0000000E+000, 0.0000000E+000,-4.8416729E-001,-2.2512733E-001,-2.2025116E-001, 0.0000000E+000, 3.1590557E-003
 4.7425599E+000, 0.0000000E+000, 2.9883876E-001,-3.6136583E-002, 5.1270858E-004, 0.0000000E+000, 0.0000000E+000,-4.8245544E-001,-2.2630612E-001,-2.1924056E-001, 0.0000000E+000, 3.2080370E-003
 4.7515631E+000, 0.0000000E+000, 2.9862043E-001,-3.5773787E-002, 5.2173506E-004, 0.0000000E+000, 0.0000000E+000,-4.8275959E-001,-2.2534169E-001,-2.1939121E-001, 0.0000000E+000, 3.1852324E-003
 4.7605658E+000, 0.0000000E+000, 3.0136786E-001,-3.5431918E-002, 5.1851937E-004, 0.0000000E+000, 0.0000000E+000,-4.8524747E-001,-2.2553730E-001,-2.1879301E-001, 0.0000000E+000, 3.2107452E-003
 4.7695689E+000, 0.0000000E+000, 3.0190612E-001,-3.6043899E-002, 5.2037074E-004, 0.0000000E+000, 0.0000000E+000,-4.8578961E-001,-2.2495845E-001,-2.1940702E-001, 0.0000000E+000, 3.4532663E-003
 4.7785721E+000, 0.0000000E+000, 2.9015322E-001,-3.5809196E-002, 5.1976804E-004, 0.0000000E+000, 0.0000000E+000,-4.7329716E-001,-2.2574000E-001,-2.1843337E-001, 0.0000000E+000, 3.0980697E-003
 4.7875748E+000, 0.0000000E+000, 2.9771347E-001,-3.4720721E-002, 5.2673500E-004, 0.0000000E+000, 0.0000000E+000,-4.8113146E-001,-2.2455154E-001,-2.1761198E-001, 0.0000000E+000, 2.9319946E-003
 4.7965779E+000, 0.0000000E+000, 3.0154685E-001,-3.4865358E-002, 5.2706673E-004, 0.0000000E+000, 0.0000000E+000,-4.8436812E-001,-2.2370315E-001,-2.1715957E-001, 0.0000000E+000, 2.9045419E-003
 4.8055811E+000, 0.0000000E+000, 2.9654497E-001,-3.5529515E-002, 5.2542202E-004, 0.0000000E+000, 0.0000000E+000,-4.8015930E-001,-2.2327125E-001,-2.1861842E-001, 0.0000000E+000, 2.9147935E-003
 4.8145838E+000, 0.0000000E+000, 3.0125000E-001,-3.5881887E-002, 5.2734584E-004, 0.0000000E+000, 0.0000000E+000,-4.8647104E-001,-2.2471196E-001,-2.2057558E-001, 0.0000000E+000, 2.9031960E-003
 4.8235869E+000, 0.0000000E+000, 3.0728584E-001,-3.5931680E-002, 5.2257926E-004, 0.0000000E+000, 0.0000000E+000,-4.9110074E-001,-2.2668011E-001,-2.1922400E-001, 0.0000000E+000, 2.8264225E-003
 4.8325901E+000, 0.0000000E+000, 3.0057260E-001,-3.4977445E-002, 5.1976651E-004, 0.0000000E+000, 0.0000000E+000,-4.8498966E-001,-2.2530322E-001,-2.1887474E-001, 0.0000000E+000, 2.7520237E-003
 4.8415928E+000, 0.0000000E+000, 2.9781809E-001,-3.5205046E-002, 5.1946340E-004, 0.0000000E+000, 0.0000000E+000,-4.8202987E-001,-2.2496526E-001,-2.1889737E-001, 0.0000000E+000, 2.8647483E-003
 4.8505960E+000, 0.0000000E+000, 3.0083536E-001,-3.4927715E-002, 5.1870135E-004, 0.0000000E+000, 0.0000000E+000,-4.8552531E-001,-2.2502444E-001,-2.1909897E-001, 0.0000000E+000, 2.9275266E-003
 4.8595991E+000, 0.0000000E+000, 3.0092608E-001,-3.4345507E-002, 5.1726413E-004, 0.0000000E+000, 0.0000000E+000,-4.8306586E-001,-2.2526785E-001,-2.1596802E-001, 0.0000000E+000, 2.9603970E-003
 4.8686018E+000, 0.0000000E+000, 2.9699216E-001,-3.4885261E-002, 5.2016692E-004, 0.0000000E+000, 0.0000000E+000,-4.8055613E-001,-2.2217789E-001,-2.1792906E-001, 0.0000000E+000, 3.0233139E-003
 4.8776050E+000, 0.0000000E+000, 3.0428730E-001,-3.5040991E-002, 5.1949384E-004, 0.0000000E+000, 0.0000000E+000,-4.8776482E-001,-2.2425411E-001,-2.1799902E-001, 0.0000000E+000, 3.0256620E-003
 4.8866081E+000, 0.0000000E+000, 2.9691705E-001,-3.4488521E-002, 5.4707118E-004, 0.0000000E+000, 0.0000000E+000,-4.8045351E-001,-2.2429070E-001,-2.1747791E-001, 0.0000000E+000, 2.9299634E-003
 4.8956108E+000, 0.0000000E+000, 2.9378992E-001,-3.3732110E-002, 5.5825560E-004, 0.0000000E+000, 0.0000000E+000,-4.7742266E-001,-2.2378499E-001,-2.1680660E-001, 0.0000000E+000, 2.9752947E-003
 4.9046140E+000, 0.0000000E+000, 3.0745937E-001,-3.4423603E-002, 5.5842540E-004, 0.0000000E+000, 0.0000000E+000,-4.9120887E-001,-2.2324804E-001,-2.1761467E-001, 0.0000000E+000, 2.9930458E-003
 4.9136171E+000, 0.0000000E+000, 2.9833371E-001,-3.4035676E-002, 5.7072547E-004, 0.0000000E+000, 0.0000000E+000,-4.8190778E-001,-2.2391312E-001,-2.1703902E-001, 0.0000000E+000, 2.8969004E-003
 4.9226203E+000, 0.0000000E+000, 3.0266413E-001,-3.4497258E-002, 5.7078381E-004, 0.0000000E+000, 0.0000000E+000,-4.8646557E-001,-2.2336223E-001,-2.1772791E-001, 0.0000000E+000, 2.9618953E-003
 4.9316230E+000, 0.0000000E+000, 2.9936944E-001,-3.5433986E-002, 5.6756203E-004, 0.0000000E+000, 0.0000000E+000,-4.8286672E-001,-2.2407336E-001,-2.1836370E-001, 0.0000000E+000, 3.0670503E-003
 4.9406261E+000, 0.0000000E+000, 2.9820582E-001,-3.6584018E-002, 5.6326889E-004, 0.0000000E+000, 0.0000000E+000,-4.8280662E-001,-2.2471667E-001,-2.2062155E-001, 0.0000000E+000, 3.1911347E-003
 4.9496293E+000, 0.0000000E+000, 3.0292472E-001,-3.5941949E-002, 5.6212595E-004, 0.0000000E+000, 0.0000000E+000,-4.8720066E-001,-2.2701779E-001,-2.1965576E-001, 0.0000000E+000, 3.0614998E-003
 4.9586320E+000, 0.0000000E+000, 3.0500490E-001,-3.5590596E-002, 5.6214865E-004, 0.0000000E+000, 0.0000000E+000,-4.9012147E-001,-2.2600108E-001,-2.2014502E-001, 0.0000000E+000, 3.0629698E-003
 4.9676352E+000, 0.0000000E+000, 2.9813926E-001,-3.6208446E-002, 5.6264482E-004, 0.0000000E+000, 0.0000000E+000,-4.8444475E-001,-2.2655376E-001,-2.2195129E-001, 0.0000000E+000, 3.0338890E-003
 4.9766383E+000, 0.0000000E+000, 3.0697107E-001,-3.6064430E-002, 5.6115798E-004, 0.0000000E+000, 0.0000000E+000,-4.9295795E-001,-2.2829233E-001,-2.2149016E-001, 0.0000000E+000, 3.1201274E-003
 4.9856410E+000, 0.0000000E+000, 3.0915816E-001,-3.6079150E-002, 5.5972074E-004, 0.0000000E+000, 0.0000000E+000,-4.9573633E-001,-2.2788606E-001,-2.2209760E-001, 0.0000000E+000, 3.0843411E-003
 4.9946442E+000, 0.0000000E+000, 2.9803098E-001,-3.5986025E-002, 5.6320237E-004, 0.0000000E+000, 0.0000000E+000,-4.8483763E-001,-2.2848101E-001,-2.2222947E-001, 0.0000000E+000, 2.9084028E-003
 5.0000000E+000, 0.0000000E+000, 3.1078080E-001,-3.8834422E-002, 5.5822203E-004, 0.0000000E+000, 0.0000000E+000,-5.5525234E-001,-2.2858272E-001,-2.8274774E-001, 0.0000000E+000, 3.3116548E-003
