s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000, 1.3553176E-015, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3553176E-015, 0.0000000E+000, 0.0000000E+000
 8.4515423E-002, 0.0000000E+000, 1.3553176E-015, 1.5918468E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5918468E-006, 0.0000000E+000, 0.0000000E+000
 1.6903085E-001, 0.0000000E+000,-1.0319556E-008, 4.5139595E-007,-6.2786190E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0724711E-005, 4.3479777E-007, 0.0000000E+000, 0.0000000E+000
 1.7803386E-001, 0.0000000E+000,-7.1917301E-005,-3.0222938E-003,-9.5747573E-009, 0.0000000E+000, 0.0000000E+000,-7.1070081E-004, 2.6880311E-005,-3.8049215E-003, 0.0000000E+000, 2.4284270E-003
 1.8703687E-001, 0.0000000E+000, 6.6784954E-003,-5.5991835E-003, 3.6287574E-007, 0.0000000E+000, 0.0000000E+000,-8.4517995E-003,-8.1158568E-003,-7.3721248E-003, 0.0000000E+000, 1.9510100E-003
 1.9603989E-001, 0.0000000E+000, 2.2233941E-002,-5.2809726E-003, 1.0523879E-006, 0.0000000E+000, 0.0000000E+000,-2.5028671E-002,-8.9690225E-003,-8.0746500E-003, 0.0000000E+000, 1.4039630E-003
 2.0504288E-001, 0.0000000E+000, 2.1934414E-002,-6.5751322E-003, 8.3535945E-007, 0.0000000E+000, 0.0000000E+000,-2.5794040E-002,-8.7421799E-003,-1.0433922E-002, 0.0000000E+000, 1.6398482E-003
 2.1404590E-001, 0.0000000E+000, 1.6885371E-002,-7.6050142E-003, 5.5055011E-007, 0.0000000E+000, 0.0000000E+000,-2.1832846E-002,-1.1043735E-002,-1.2551939E-002, 0.0000000E+000, 1.6523903E-003
 2.2304891E-001, 0.0000000E+000, 1.5208322E-002,-7.6837455E-003, 3.8244913E-007, 0.0000000E+000, 0.0000000E+000,-2.1365114E-002,-1.3047136E-002,-1.3840156E-002, 0.0000000E+000, 1.6029078E-003
 2.3205192E-001, 0.0000000E+000, 1.5977136E-002,-8.5908998E-003, 2.0370677E-007, 0.0000000E+000, 0.0000000E+000,-2.3417831E-002,-1.4278591E-002,-1.6031391E-002, 0.0000000E+000, 1.6636229E-003
 2.4105494E-001, 0.0000000E+000, 1.3740654E-002,-9.1585601E-003, 3.8640768E-007, 0.0000000E+000, 0.0000000E+000,-2.2436648E-002,-1.6486975E-002,-1.7854168E-002, 0.0000000E+000, 1.6123248E-003
 2.5005794E-001, 0.0000000E+000, 1.7251511E-002,-9.8898400E-003,-8.2272169E-008, 0.0000000E+000, 0.0000000E+000,-2.7135462E-002,-1.8267832E-002,-1.9773873E-002, 0.0000000E+000, 1.6139999E-003
 2.5906095E-001, 0.0000000E+000, 1.4758184E-002,-1.0268278E-002,-8.7540381E-008, 0.0000000E+000, 0.0000000E+000,-2.6000490E-002,-2.0205540E-002,-2.1510671E-002, 0.0000000E+000, 1.6815874E-003
 2.6806396E-001, 0.0000000E+000, 1.5148945E-002,-1.0725930E-002,-8.5945742E-008, 0.0000000E+000, 0.0000000E+000,-2.7600054E-002,-2.1951392E-002,-2.3177124E-002, 0.0000000E+000, 1.8728070E-003
 2.7706698E-001, 0.0000000E+000, 1.5914496E-002,-1.1993298E-002,-4.1052791E-007, 0.0000000E+000, 0.0000000E+000,-2.9573494E-002,-2.3735978E-002,-2.5652707E-002, 0.0000000E+000, 1.9817039E-003
 2.8606999E-001, 0.0000000E+000, 1.9386744E-002,-1.2912657E-002, 1.7717650E-007, 0.0000000E+000, 0.0000000E+000,-3.4453007E-002,-2.6165203E-002,-2.7978744E-002, 0.0000000E+000, 2.0070469E-003
 2.9507300E-001, 0.0000000E+000, 1.8650734E-002,-1.3100189E-002,-6.6651725E-009, 0.0000000E+000, 0.0000000E+000,-3.4964098E-002,-2.8507881E-002,-2.9413559E-002, 0.0000000E+000, 1.9498013E-003
 3.0407599E-001, 0.0000000E+000, 2.1738807E-002,-1.3394672E-002,-7.3176605E-009, 0.0000000E+000, 0.0000000E+000,-3.9323698E-002,-2.9908534E-002,-3.0979570E-002, 0.0000000E+000, 1.9748868E-003
 3.1307900E-001, 0.0000000E+000, 2.1424260E-002,-1.4002956E-002, 6.2042292E-008, 0.0000000E+000, 0.0000000E+000,-4.0462613E-002,-3.1517952E-002,-3.3041246E-002, 0.0000000E+000, 1.9144810E-003
 3.2208201E-001, 0.0000000E+000, 2.1129233E-002,-1.4794594E-002, 1.8309698E-007, 0.0000000E+000, 0.0000000E+000,-4.1515119E-002,-3.3545261E-002,-3.5180297E-002, 0.0000000E+000, 1.8642751E-003
 3.3108503E-001, 0.0000000E+000, 2.4931614E-002,-1.6061898E-002, 1.5846121E-007, 0.0000000E+000, 0.0000000E+000,-4.6614098E-002,-3.5667485E-002,-3.7744223E-002, 0.0000000E+000, 2.0462683E-003
 3.4008804E-001, 0.0000000E+000, 2.7617496E-002,-1.6000016E-002, 1.3833893E-007, 0.0000000E+000, 0.0000000E+000,-5.0958722E-002,-3.8299012E-002,-3.9341104E-002, 0.0000000E+000, 2.0528619E-003
 3.4909105E-001, 0.0000000E+000, 2.6423908E-002,-1.5954398E-002, 1.9444123E-008, 0.0000000E+000, 0.0000000E+000,-5.1141664E-002,-3.9974587E-002,-4.0672135E-002, 0.0000000E+000, 1.8836924E-003
 3.5809407E-001, 0.0000000E+000, 2.8266369E-002,-1.6997366E-002,-2.4131404E-008, 0.0000000E+000, 0.0000000E+000,-5.4440348E-002,-4.1225904E-002,-4.3171369E-002, 0.0000000E+000, 2.1507214E-003
 3.6709708E-001, 0.0000000E+000, 2.9894456E-002,-1.6424261E-002,-2.0789394E-008, 0.0000000E+000, 0.0000000E+000,-5.7940496E-002,-4.3828609E-002,-4.4470322E-002, 0.0000000E+000, 1.9728330E-003
 3.7610006E-001, 0.0000000E+000, 2.9752213E-002,-1.7049376E-002, 2.6912761E-008, 0.0000000E+000, 0.0000000E+000,-5.9261274E-002,-4.5138382E-002,-4.6558411E-002, 0.0000000E+000, 2.1351358E-003
 3.8510308E-001, 0.0000000E+000, 2.9433258E-002,-1.7443413E-002, 1.7855449E-007, 0.0000000E+000, 0.0000000E+000,-6.0415290E-002,-4.7189120E-002,-4.8425266E-002, 0.0000000E+000, 2.1708247E-003
 3.9410609E-001, 0.0000000E+000, 3.0819246E-002,-1.7554907E-002, 5.2048332E-007, 0.0000000E+000, 0.0000000E+000,-6.3694558E-002,-4.9140174E-002,-5.0429698E-002, 0.0000000E+000, 2.1222660E-003
 4.0310910E-001, 0.0000000E+000, 3.4442466E-002,-1.7858010E-002, 6.8501147E-007, 0.0000000E+000, 0.0000000E+000,-6.8816413E-002,-5.1154381E-002,-5.2231272E-002, 0.0000000E+000, 2.1007340E-003
 4.1211212E-001, 0.0000000E+000, 3.5669284E-002,-1.8259304E-002, 7.9444391E-007, 0.0000000E+000, 0.0000000E+000,-7.1473932E-002,-5.2900097E-002,-5.4063158E-002, 0.0000000E+000, 2.0501492E-003
 4.2111513E-001, 0.0000000E+000, 3.6353213E-002,-1.7938679E-002, 9.3267384E-007, 0.0000000E+000, 0.0000000E+000,-7.4140418E-002,-5.4738791E-002,-5.5724951E-002, 0.0000000E+000, 2.0159568E-003
 4.3011814E-001, 0.0000000E+000, 3.3227934E-002,-1.8825523E-002, 1.9747093E-006, 0.0000000E+000, 0.0000000E+000,-7.2577830E-002,-5.6427774E-002,-5.8173444E-002, 0.0000000E+000, 2.1326019E-003
 4.3912116E-001, 0.0000000E+000, 3.8952591E-002,-1.8372514E-002, 1.5069172E-006, 0.0000000E+000, 0.0000000E+000,-7.9776701E-002,-5.8896680E-002,-5.9195117E-002, 0.0000000E+000, 2.1116624E-003
 4.4812417E-001, 0.0000000E+000, 3.7530962E-002,-1.8335991E-002, 1.7405169E-006, 0.0000000E+000, 0.0000000E+000,-8.0253902E-002,-5.9950291E-002,-6.1057191E-002, 0.0000000E+000, 2.0683088E-003
 4.5712715E-001, 0.0000000E+000, 3.4667476E-002,-2.0639713E-002, 1.8286832E-006, 0.0000000E+000, 0.0000000E+000,-7.9015336E-002,-6.1781835E-002,-6.4985744E-002, 0.0000000E+000, 2.0974374E-003
 4.6613017E-001, 0.0000000E+000, 4.1784204E-002,-2.0157073E-002, 3.4719850E-007, 0.0000000E+000, 0.0000000E+000,-8.7767112E-002,-6.5679534E-002,-6.6139634E-002, 0.0000000E+000, 2.1166100E-003
 4.7513318E-001, 0.0000000E+000, 4.1776645E-002,-1.9197320E-002, 9.7540622E-007, 0.0000000E+000, 0.0000000E+000,-8.9799443E-002,-6.6931416E-002,-6.7219143E-002, 0.0000000E+000, 1.9564309E-003
 4.8413619E-001, 0.0000000E+000, 4.0363706E-002,-1.9541517E-002, 1.0715815E-006, 0.0000000E+000, 0.0000000E+000,-9.0023228E-002,-6.7959048E-002,-6.9199967E-002, 0.0000000E+000, 1.9888808E-003
 4.9313921E-001, 0.0000000E+000, 4.4509825E-002,-2.0275961E-002, 1.2007046E-006, 0.0000000E+000, 0.0000000E+000,-9.5899561E-002,-7.0000133E-002,-7.1664497E-002, 0.0000000E+000, 2.1045969E-003
 5.0214219E-001, 0.0000000E+000, 4.6338149E-002,-2.0701626E-002, 1.3162270E-006, 0.0000000E+000, 0.0000000E+000,-9.9992171E-002,-7.2455195E-002,-7.4354332E-002, 0.0000000E+000, 2.0164938E-003
 5.1114523E-001, 0.0000000E+000, 4.3162594E-002,-1.9927376E-002, 1.4668354E-006, 0.0000000E+000, 0.0000000E+000,-9.8510467E-002,-7.5110547E-002,-7.5273783E-002, 0.0000000E+000, 2.0918719E-003
 5.2014822E-001, 0.0000000E+000, 4.4971324E-002,-2.0803959E-002, 1.5055868E-006, 0.0000000E+000, 0.0000000E+000,-1.0200078E-001,-7.6101259E-002,-7.7831906E-002, 0.0000000E+000, 2.2416145E-003
 5.2915126E-001, 0.0000000E+000, 4.8068821E-002,-2.0907410E-002, 1.1034638E-006, 0.0000000E+000, 0.0000000E+000,-1.0719360E-001,-7.8634372E-002,-8.0031082E-002, 0.0000000E+000, 2.1411508E-003
 5.3815424E-001, 0.0000000E+000, 4.4171277E-002,-2.0821268E-002, 1.2764129E-006, 0.0000000E+000, 0.0000000E+000,-1.0499471E-001,-8.0827959E-002,-8.1643421E-002, 0.0000000E+000, 2.1479469E-003
 5.4715729E-001, 0.0000000E+000, 4.7215696E-002,-2.1255871E-002, 1.4429371E-006, 0.0000000E+000, 0.0000000E+000,-1.0971570E-001,-8.2453235E-002,-8.3754430E-002, 0.0000000E+000, 2.1804761E-003
 5.5616027E-001, 0.0000000E+000, 4.8512725E-002,-2.1196198E-002, 9.5592781E-007, 0.0000000E+000, 0.0000000E+000,-1.1318514E-001,-8.4622175E-002,-8.5867659E-002, 0.0000000E+000, 2.1569641E-003
 5.6516331E-001, 0.0000000E+000, 5.1467465E-002,-2.2377857E-002, 1.2727536E-006, 0.0000000E+000, 0.0000000E+000,-1.1777094E-001,-8.6749827E-002,-8.8680057E-002, 0.0000000E+000, 2.1820064E-003
 5.7416630E-001, 0.0000000E+000, 5.3244433E-002,-2.1458849E-002, 1.4473452E-006, 0.0000000E+000, 0.0000000E+000,-1.2126156E-001,-8.9537736E-002,-8.9474529E-002, 0.0000000E+000, 2.0950093E-003
 5.8316928E-001, 0.0000000E+000, 5.1330055E-002,-2.1559779E-002, 1.6576479E-006, 0.0000000E+000, 0.0000000E+000,-1.2154090E-001,-9.0317793E-002,-9.1768969E-002, 0.0000000E+000, 2.0470042E-003
 5.9217232E-001, 0.0000000E+000, 5.3772903E-002,-2.1403062E-002, 1.8190476E-006, 0.0000000E+000, 0.0000000E+000,-1.2565479E-001,-9.2604005E-002,-9.3283133E-002, 0.0000000E+000, 2.1811388E-003
 6.0117531E-001, 0.0000000E+000, 4.9315524E-002,-2.2302253E-002, 2.3486432E-006, 0.0000000E+000, 0.0000000E+000,-1.2286259E-001,-9.4226834E-002,-9.5846968E-002, 0.0000000E+000, 2.1876032E-003
 6.1017835E-001, 0.0000000E+000, 5.3629437E-002,-2.2100296E-002, 2.4666951E-006, 0.0000000E+000, 0.0000000E+000,-1.2962934E-001,-9.6711052E-002,-9.8097731E-002, 0.0000000E+000, 2.1298663E-003
 6.1918133E-001, 0.0000000E+000, 5.4771287E-002,-2.2525890E-002, 2.5441474E-006, 0.0000000E+000, 0.0000000E+000,-1.3270188E-001,-9.8954866E-002,-1.0045394E-001, 0.0000000E+000, 2.0383164E-003
 6.2818438E-001, 0.0000000E+000, 5.5168728E-002,-2.3131642E-002, 2.6194319E-006, 0.0000000E+000, 0.0000000E+000,-1.3489565E-001,-1.0129577E-001,-1.0285594E-001, 0.0000000E+000, 2.3261992E-003
 6.3718736E-001, 0.0000000E+000, 5.4879057E-002,-2.3551689E-002, 2.6943760E-006, 0.0000000E+000, 0.0000000E+000,-1.3698899E-001,-1.0384302E-001,-1.0565893E-001, 0.0000000E+000, 2.3467844E-003
 6.4619035E-001, 0.0000000E+000, 5.7257500E-002,-2.3669318E-002, 2.5679917E-006, 0.0000000E+000, 0.0000000E+000,-1.4128840E-001,-1.0657684E-001,-1.0769765E-001, 0.0000000E+000, 2.3299844E-003
 6.5519339E-001, 0.0000000E+000, 6.0874459E-002,-2.4121966E-002, 2.5310285E-006, 0.0000000E+000, 0.0000000E+000,-1.4669598E-001,-1.0872299E-001,-1.0994096E-001, 0.0000000E+000, 2.3581745E-003
 6.6419637E-001, 0.0000000E+000, 5.8959075E-002,-2.4362858E-002, 2.2964616E-006, 0.0000000E+000, 0.0000000E+000,-1.4710744E-001,-1.1092667E-001,-1.1250892E-001, 0.0000000E+000, 2.3583372E-003
 6.7319942E-001, 0.0000000E+000, 5.8750537E-002,-2.4505330E-002, 2.5512734E-006, 0.0000000E+000, 0.0000000E+000,-1.4865105E-001,-1.1351927E-001,-1.1440329E-001, 0.0000000E+000, 2.2526715E-003
 6.8220240E-001, 0.0000000E+000, 5.8727150E-002,-2.4395227E-002, 3.7387238E-006, 0.0000000E+000, 0.0000000E+000,-1.5041801E-001,-1.1537632E-001,-1.1608235E-001, 0.0000000E+000, 2.3501318E-003
 6.9120544E-001, 0.0000000E+000, 6.5430016E-002,-2.5156782E-002, 4.9886950E-006, 0.0000000E+000, 0.0000000E+000,-1.5948793E-001,-1.1711903E-001,-1.1920971E-001, 0.0000000E+000, 2.3062418E-003
 7.0020843E-001, 0.0000000E+000, 6.4217887E-002,-2.6293472E-002, 2.1237967E-006, 0.0000000E+000, 0.0000000E+000,-1.6020803E-001,-1.2017703E-001,-1.2228149E-001, 0.0000000E+000, 2.6077595E-003
 7.0921147E-001, 0.0000000E+000, 6.1047677E-002,-2.5431706E-002, 2.2902615E-006, 0.0000000E+000, 0.0000000E+000,-1.5798521E-001,-1.2341364E-001,-1.2236695E-001, 0.0000000E+000, 2.4412558E-003
 7.1821445E-001, 0.0000000E+000, 6.5306443E-002,-2.5801936E-002, 2.4016698E-006, 0.0000000E+000, 0.0000000E+000,-1.6457744E-001,-1.2347968E-001,-1.2507053E-001, 0.0000000E+000, 2.5662781E-003
 7.2721744E-001, 0.0000000E+000, 6.6416251E-002,-2.5001682E-002, 3.3431308E-006, 0.0000000E+000, 0.0000000E+000,-1.6672498E-001,-1.2620375E-001,-1.2530707E-001, 0.0000000E+000, 2.5023924E-003
 7.3622048E-001, 0.0000000E+000, 6.8545381E-002,-2.6009952E-002, 3.5313546E-006, 0.0000000E+000, 0.0000000E+000,-1.6988146E-001,-1.2644656E-001,-1.2734250E-001, 0.0000000E+000, 2.5976272E-003
 7.4522346E-001, 0.0000000E+000, 7.0443787E-002,-2.7240666E-002, 2.6652164E-006, 0.0000000E+000, 0.0000000E+000,-1.7435954E-001,-1.2846740E-001,-1.3115376E-001, 0.0000000E+000, 2.6345771E-003
 7.5422651E-001, 0.0000000E+000, 7.1019093E-002,-2.7751304E-002, 2.8801764E-006, 0.0000000E+000, 0.0000000E+000,-1.7676153E-001,-1.3228286E-001,-1.3349086E-001, 0.0000000E+000, 2.7627892E-003
 7.6322949E-001, 0.0000000E+000, 7.3247176E-002,-2.7313684E-002, 2.9602843E-006, 0.0000000E+000, 0.0000000E+000,-1.8082159E-001,-1.3455161E-001,-1.3488514E-001, 0.0000000E+000, 2.6433727E-003
 7.7223253E-001, 0.0000000E+000, 7.4254229E-002,-2.7861451E-002, 3.5549265E-006, 0.0000000E+000, 0.0000000E+000,-1.8377995E-001,-1.3593112E-001,-1.3738361E-001, 0.0000000E+000, 2.6176811E-003
 7.8123552E-001, 0.0000000E+000, 6.9883236E-002,-2.8548492E-002, 3.9704353E-006, 0.0000000E+000, 0.0000000E+000,-1.8128837E-001,-1.3845685E-001,-1.3994965E-001, 0.0000000E+000, 2.8180751E-003
 7.9023856E-001, 0.0000000E+000, 7.8770978E-002,-2.7784373E-002, 4.0534089E-006, 0.0000000E+000, 0.0000000E+000,-1.9128984E-001,-1.4104547E-001,-1.4029918E-001, 0.0000000E+000, 2.6284188E-003
 7.9924154E-001, 0.0000000E+000, 7.7296758E-002,-2.8390264E-002, 4.0582258E-006, 0.0000000E+000, 0.0000000E+000,-1.9154780E-001,-1.4140371E-001,-1.4263725E-001, 0.0000000E+000, 2.6815828E-003
 8.0824453E-001, 0.0000000E+000, 7.6089123E-002,-2.7986393E-002, 4.1362832E-006, 0.0000000E+000, 0.0000000E+000,-1.9246685E-001,-1.4375666E-001,-1.4435998E-001, 0.0000000E+000, 2.6990741E-003
 8.1724757E-001, 0.0000000E+000, 7.5953370E-002,-2.8667687E-002, 6.6223995E-006, 0.0000000E+000, 0.0000000E+000,-1.9353739E-001,-1.4554311E-001,-1.4624508E-001, 0.0000000E+000, 2.5384262E-003
 8.2625055E-001, 0.0000000E+000, 8.1095267E-002,-2.9069025E-002, 4.3536109E-006, 0.0000000E+000, 0.0000000E+000,-2.0118060E-001,-1.4735000E-001,-1.4915001E-001, 0.0000000E+000, 2.6814221E-003
 8.3525360E-001, 0.0000000E+000, 7.8323444E-002,-2.9981629E-002, 7.4301258E-006, 0.0000000E+000, 0.0000000E+000,-1.9990111E-001,-1.5029813E-001,-1.5155187E-001, 0.0000000E+000, 2.7358472E-003
 8.4425658E-001, 0.0000000E+000, 8.4811917E-002,-2.9742573E-002, 7.7536677E-006, 0.0000000E+000, 0.0000000E+000,-2.0679903E-001,-1.5269566E-001,-1.5172193E-001, 0.0000000E+000, 2.6784738E-003
 8.5325962E-001, 0.0000000E+000, 7.9445689E-002,-3.0153601E-002, 4.5979152E-006, 0.0000000E+000, 0.0000000E+000,-2.0391012E-001,-1.5286398E-001,-1.5461344E-001, 0.0000000E+000, 2.8458574E-003
 8.6226261E-001, 0.0000000E+000, 8.4345148E-002,-3.0623889E-002, 7.8126435E-006, 0.0000000E+000, 0.0000000E+000,-2.1080691E-001,-1.5581744E-001,-1.5707784E-001, 0.0000000E+000, 2.7454617E-003
 8.7126565E-001, 0.0000000E+000, 8.3574510E-002,-3.1237018E-002, 8.0593532E-006, 0.0000000E+000, 0.0000000E+000,-2.1194278E-001,-1.5824326E-001,-1.5959723E-001, 0.0000000E+000, 2.8566961E-003
 8.8026863E-001, 0.0000000E+000, 8.7904011E-002,-3.1302699E-002, 5.0573633E-006, 0.0000000E+000, 0.0000000E+000,-2.1755346E-001,-1.6085233E-001,-1.6094709E-001, 0.0000000E+000, 2.8645967E-003
 8.8927162E-001, 0.0000000E+000, 8.5452676E-002,-3.1379397E-002, 9.7345851E-006, 0.0000000E+000, 0.0000000E+000,-2.1704634E-001,-1.6218541E-001,-1.6296332E-001, 0.0000000E+000, 2.6781159E-003
 8.9827466E-001, 0.0000000E+000, 8.5531567E-002,-3.1112793E-002, 9.4275614E-006, 0.0000000E+000, 0.0000000E+000,-2.1773683E-001,-1.6414543E-001,-1.6330863E-001, 0.0000000E+000, 2.8691946E-003
 9.0727764E-001, 0.0000000E+000, 8.9495700E-002,-3.1356243E-002, 9.8331154E-006, 0.0000000E+000, 0.0000000E+000,-2.2334176E-001,-1.6467561E-001,-1.6519247E-001, 0.0000000E+000, 2.8105451E-003
 9.1628069E-001, 0.0000000E+000, 8.8986601E-002,-3.0972689E-002, 1.0923276E-005, 0.0000000E+000, 0.0000000E+000,-2.2347069E-001,-1.6645297E-001,-1.6544586E-001, 0.0000000E+000, 2.7917555E-003
 9.2528367E-001, 0.0000000E+000, 9.2669376E-002,-3.1057338E-002, 1.1490729E-005, 0.0000000E+000, 0.0000000E+000,-2.2721339E-001,-1.6680916E-001,-1.6558986E-001, 0.0000000E+000, 2.8140125E-003
 9.3428671E-001, 0.0000000E+000, 8.8939895E-002,-3.0672458E-002, 1.2157558E-005, 0.0000000E+000, 0.0000000E+000,-2.2441568E-001,-1.6689936E-001,-1.6613609E-001, 0.0000000E+000, 2.6054880E-003
 9.4328970E-001, 0.0000000E+000, 8.9319690E-002,-3.1197803E-002, 1.2710399E-005, 0.0000000E+000, 0.0000000E+000,-2.2658476E-001,-1.6740176E-001,-1.6845017E-001, 0.0000000E+000, 2.6926931E-003
 9.5229268E-001, 0.0000000E+000, 9.5637127E-002,-3.1010579E-002, 1.3316119E-005, 0.0000000E+000, 0.0000000E+000,-2.3265068E-001,-1.6971406E-001,-1.6801082E-001, 0.0000000E+000, 2.4781991E-003
 9.6129572E-001, 0.0000000E+000, 9.4872855E-002,-2.9777634E-002, 1.3367062E-005, 0.0000000E+000, 0.0000000E+000,-2.3362737E-001,-1.6922151E-001,-1.6851878E-001, 0.0000000E+000, 2.4837014E-003
 9.7029871E-001, 0.0000000E+000, 9.0092236E-002,-2.9821322E-002, 1.4741999E-005, 0.0000000E+000, 0.0000000E+000,-2.2747861E-001,-1.6974917E-001,-1.6719295E-001, 0.0000000E+000, 2.4040924E-003
 9.7930175E-001, 0.0000000E+000, 1.0010560E-001,-3.0452581E-002, 1.5430743E-005, 0.0000000E+000, 0.0000000E+000,-2.3669567E-001,-1.6840869E-001,-1.6702723E-001, 0.0000000E+000, 2.9292711E-003
 9.8830473E-001, 0.0000000E+000, 9.8998143E-002,-3.1320818E-002, 1.6019553E-005, 0.0000000E+000, 0.0000000E+000,-2.3443680E-001,-1.6861214E-001,-1.6674345E-001, 0.0000000E+000, 2.7304430E-003
 9.9730778E-001, 0.0000000E+000, 9.9985834E-002,-3.1463844E-002, 1.4636517E-005, 0.0000000E+000, 0.0000000E+000,-2.3429324E-001,-1.6804768E-001,-1.6575662E-001, 0.0000000E+000, 2.6390157E-003
 1.0063108E+000, 0.0000000E+000, 1.0075041E-001,-3.1848161E-002, 1.7109481E-005, 0.0000000E+000, 0.0000000E+000,-2.3469326E-001,-1.6707646E-001,-1.6577391E-001, 0.0000000E+000, 2.7328197E-003
 1.0153137E+000, 0.0000000E+000, 1.0245687E-001,-3.2442382E-002, 1.7687887E-005, 0.0000000E+000, 0.0000000E+000,-2.3699572E-001,-1.6711937E-001,-1.6696354E-001, 0.0000000E+000, 2.9044382E-003
 1.0243168E+000, 0.0000000E+000, 1.0290442E-001,-3.2002229E-002, 1.8319777E-005, 0.0000000E+000, 0.0000000E+000,-2.3927210E-001,-1.6836091E-001,-1.6835159E-001, 0.0000000E+000, 2.8305229E-003
 1.0333198E+000, 0.0000000E+000, 1.0472088E-001,-3.1774397E-002, 1.8709987E-005, 0.0000000E+000, 0.0000000E+000,-2.4160486E-001,-1.6984211E-001,-1.6863967E-001, 0.0000000E+000, 2.6880626E-003
 1.0423228E+000, 0.0000000E+000, 1.0173675E-001,-3.1172834E-002, 1.9429391E-005, 0.0000000E+000, 0.0000000E+000,-2.3753853E-001,-1.6998779E-001,-1.6695518E-001, 0.0000000E+000, 2.6443411E-003
 1.0513258E+000, 0.0000000E+000, 1.0503302E-001,-3.0205859E-002, 1.9873261E-005, 0.0000000E+000, 0.0000000E+000,-2.4098021E-001,-1.6836349E-001,-1.6613318E-001, 0.0000000E+000, 2.5361589E-003
 1.0603288E+000, 0.0000000E+000, 1.0624549E-001,-2.9877934E-002, 2.0400213E-005, 0.0000000E+000, 0.0000000E+000,-2.4162280E-001,-1.6748037E-001,-1.6523484E-001, 0.0000000E+000, 2.5135208E-003
 1.0693319E+000, 0.0000000E+000, 1.0724671E-001,-3.0528308E-002, 2.0940459E-005, 0.0000000E+000, 0.0000000E+000,-2.4236484E-001,-1.6660275E-001,-1.6562550E-001, 0.0000000E+000, 2.6941756E-003
 1.0783348E+000, 0.0000000E+000, 1.0403424E-001,-3.1650084E-002, 2.1462160E-005, 0.0000000E+000, 0.0000000E+000,-2.4058684E-001,-1.6706929E-001,-1.6818122E-001, 0.0000000E+000, 2.6827472E-003
 1.0873379E+000, 0.0000000E+000, 1.1029055E-001,-3.1980922E-002, 2.2055358E-005, 0.0000000E+000, 0.0000000E+000,-2.4810006E-001,-1.6956122E-001,-1.6976838E-001, 0.0000000E+000, 2.7026075E-003
 1.0963409E+000, 0.0000000E+000, 1.0972967E-001,-3.2005519E-002, 2.1118369E-005, 0.0000000E+000, 0.0000000E+000,-2.4861238E-001,-1.7111707E-001,-1.7086711E-001, 0.0000000E+000, 2.6750665E-003
 1.1053438E+000, 0.0000000E+000, 1.0442939E-001,-3.3474673E-002, 2.2721133E-005, 0.0000000E+000, 0.0000000E+000,-2.4356612E-001,-1.7225251E-001,-1.7258868E-001, 0.0000000E+000, 2.6801622E-003
 1.1143469E+000, 0.0000000E+000, 1.1337131E-001,-3.3762413E-002, 2.3186044E-005, 0.0000000E+000, 0.0000000E+000,-2.5338613E-001,-1.7395450E-001,-1.7375404E-001, 0.0000000E+000, 2.9084992E-003
 1.1233499E+000, 0.0000000E+000, 1.1775504E-001,-3.3492246E-002, 2.1973058E-005, 0.0000000E+000, 0.0000000E+000,-2.5778006E-001,-1.7521108E-001,-1.7349529E-001, 0.0000000E+000, 2.7775188E-003
 1.1323529E+000, 0.0000000E+000, 1.1708640E-001,-3.4046268E-002, 2.4198914E-005, 0.0000000E+000, 0.0000000E+000,-2.5842694E-001,-1.7489786E-001,-1.7536261E-001, 0.0000000E+000, 2.8467312E-003
 1.1413559E+000, 0.0000000E+000, 1.1824169E-001,-3.3622005E-002, 2.4817640E-005, 0.0000000E+000, 0.0000000E+000,-2.6162718E-001,-1.7680734E-001,-1.7698267E-001, 0.0000000E+000, 2.7058133E-003
 1.1503589E+000, 0.0000000E+000, 1.1625328E-001,-3.3552876E-002, 2.5559707E-005, 0.0000000E+000, 0.0000000E+000,-2.6139773E-001,-1.7840391E-001,-1.7867176E-001, 0.0000000E+000, 2.7215352E-003
 1.1593620E+000, 0.0000000E+000, 1.1384400E-001,-3.3731191E-002, 2.6453765E-005, 0.0000000E+000, 0.0000000E+000,-2.5949737E-001,-1.8012872E-001,-1.7935810E-001, 0.0000000E+000, 2.7183333E-003
 1.1683650E+000, 0.0000000E+000, 1.1749883E-001,-3.3296917E-002, 2.7477709E-005, 0.0000000E+000, 0.0000000E+000,-2.6276026E-001,-1.8078545E-001,-1.7853087E-001, 0.0000000E+000, 2.8721858E-003
 1.1773679E+000, 0.0000000E+000, 1.2233824E-001,-3.3389927E-002, 2.7670595E-005, 0.0000000E+000, 0.0000000E+000,-2.6875995E-001,-1.8008673E-001,-1.7978396E-001, 0.0000000E+000, 2.8809587E-003
