Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.283E+00, 6.069E+01, 1.907E+01, 3.809E+01, 1.143E+01, 9.625E+00, 1.416E+01, 9.796E+00, 8.107E+01, 0.000E+00, 1.221E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.452E+02
